2.5501 1.8202 0.7241 -0.53788 0.10347 0.20596 -0.09819 -2.8258 -0.66731 0.33148
2.5439 1.6454 0.73674 -0.5427 0.10347 0.20596 -0.09819 -2.8258 -0.66731 0.33148
2.5584 1.5953 1.1713 -0.5599 -0.21181 0.2185 -0.10058 -2.3354 -0.66731 0.33148
2.5459 1.4294 1.1704 -0.56745 -0.39624 0.46765 -0.10058 -2.2427 -0.66731 0.33148
2.558 1.504 -0.080508 -0.56861 -0.26539 0.40973 -0.086235 -2.4831 -0.66731 0.33148
2.5731 1.3801 -0.075359 -0.56719 -0.43265 0.21375 -0.086235 -2.5525 -0.66731 0.33148
2.5477 1.3801 0.18082 -0.56978 -0.43265 0.21375 -0.09819 -2.293 -0.66731 0.33148
2.5733 1.6636 0.16769 -0.56847 -0.39624 0.48201 -0.09819 -2.2315 -0.66731 0.33148
2.5439 1.8948 0.18837 -0.56932 -0.26539 0.67774 -0.09819 -2.293 -0.66731 0.33148
2.5517 1.2143 1.1828 -0.56618 -1.0268 0.68009 -0.10058 -2.2427 -0.66731 0.33148
2.3039 2.0525 1.139 -0.55873 0.10347 0.43454 -0.09819 -2.4374 -0.66731 0.33148
2.5472 1.409 1.1763 -0.56233 -0.15107 0.18741 -0.10058 -2.3354 -0.66731 0.33148
2.5467 1.5168 -0.011857 -0.42401 -0.26539 0.40024 -0.091017 -2.6652 -0.66731 0.33148
2.4432 1.6826 -0.076819 -0.56797 -0.26539 0.87371 -0.086235 -2.5199 -0.66731 0.33148
2.5985 1.3848 -0.075681 -0.56733 -0.62859 0.61861 -0.086235 -2.5525 -0.66731 0.33148
2.5532 1.3755 0.16935 -0.56882 -0.69216 0.64366 -0.09819 -2.2315 -0.66731 0.33148
2.5539 1.5953 1.1678 -0.56053 -0.21181 0.2185 -0.10058 -2.3354 -0.66731 0.33148
2.5503 0.88537 0.73157 -0.54422 -1.3741 0.73076 -0.09819 -2.8258 -0.66731 0.33148
2.5474 1.5723 1.1705 -0.56223 0.0019709 0.10909 -0.10058 -2.3354 -0.66731 0.33148
2.5453 1.1647 -0.076273 -0.56679 -0.49774 0.53808 -0.086235 -2.5525 -0.66731 0.33148
2.546 1.4294 0.16285 -0.5675 -0.39624 0.46765 -0.095799 -2.2645 -0.66731 0.33148
2.5464 1.3848 0.18161 -0.56754 -0.62859 0.61861 -0.095799 -2.2645 -0.66731 0.33148
2.5461 1.3755 1.1636 -0.55672 -0.69216 0.64366 -0.10058 -2.3354 -0.66731 0.33148
2.5481 1.673 1.17 -0.56587 0.10347 0.20596 -0.10058 -2.3354 -0.66731 0.33148
2.5468 1.414 0.17791 -0.56944 -0.71152 0.65443 -0.09819 -2.293 -0.66731 0.33148
2.5482 1.1647 0.18928 -0.56781 -0.49774 0.53808 -0.095799 -2.3232 -0.66731 0.33148
2.5477 1.1486 0.70633 -0.53973 0.10347 0.057143 -0.09819 -2.8258 -0.66731 0.33148
2.5479 1.3278 0.15962 -0.56729 -0.26539 0.24156 -0.095799 -2.2645 -0.66731 0.33148
2.5456 1.3755 0.16103 -0.56741 -0.69216 0.64366 -0.095799 -2.2645 -0.66731 0.33148
2.5461 0.87173 0.69762 -0.53853 -0.39624 0.099192 -0.09819 -2.8258 -0.66731 0.33148
2.5478 1.1036 0.66284 -0.54507 0.10347 0.057143 -0.09819 -2.7562 -0.66731 0.33148
2.548 1.5506 1.1734 -0.5671 -0.65078 0.92797 -0.10058 -2.2427 -0.66731 0.33148
2.387 1.6389 -0.1395 -0.56737 -0.26944 0.85613 -0.080872 -2.5777 -0.68133 0.31967
2.4891 1.2164 0.0764 -0.56676 -0.26944 0.21915 -0.091488 -2.3448 -0.68133 0.31967
2.4897 2.1512 0.99821 -0.55677 0.23309 0.35559 -0.096796 -2.4094 -0.68133 0.31967
2.4892 1.5069 1.0021 -0.56659 -0.65701 0.91089 -0.096796 -2.3249 -0.68133 0.31967
2.4866 1.046 -0.139 -0.56632 -0.50311 0.34363 -0.080872 -2.6074 -0.68133 0.31967
2.5136 1.2564 -0.13817 -0.56667 -0.43765 0.096027 -0.080872 -2.6074 -0.68133 0.31967
2.488 1.341 0.093102 -0.56867 -0.71809 0.635 -0.094142 -2.3708 -0.68133 0.31967
2.4872 1.3272 0.079348 -0.56694 -0.40103 0.44646 -0.091488 -2.3448 -0.68133 0.31967
2.2511 2.0088 0.97074 -0.55916 0.10149 0.41285 -0.094142 -2.5025 -0.68133 0.31967
2.488 1.4358 -0.080181 -0.43966 -0.26944 0.21468 -0.08618 -2.7102 -0.68133 0.31967
2.4886 1.493 0.99945 -0.56227 -0.00057722 0.08537 -0.096796 -2.4094 -0.68133 0.31967
2.4874 0.75345 0.56767 -0.54124 -0.40103 -0.068564 -0.094142 -2.8567 -0.68133 0.31967
2.4877 1.341 0.096478 -0.56698 -0.6347 0.59884 -0.091488 -2.3448 -0.68133 0.31967
2.4912 1.7765 0.59185 -0.54067 0.10149 0.1823 -0.094142 -2.8567 -0.68133 0.31967
2.4893 1.5758 0.99904 -0.5655 0.10149 0.032913 -0.096796 -2.4094 -0.68133 0.31967
2.489 1.0944 0.53591 -0.54705 0.10149 -0.074528 -0.094142 -2.7932 -0.68133 0.31967
2.4894 1.046 0.10349 -0.56722 -0.50311 0.34363 -0.091488 -2.3983 -0.68133 0.31967
2.4852 1.5515 0.6034 -0.54495 0.10149 0.1823 -0.094142 -2.8567 -0.68133 0.31967
2.4872 1.3272 0.99943 -0.5669 -0.40103 0.44646 -0.096796 -2.3249 -0.68133 0.31967
2.4989 1.5437 -0.14287 -0.56793 -0.26944 0.38799 -0.080872 -2.5441 -0.68133 0.31967
2.4942 1.3094 0.085283 -0.56812 -0.69863 0.44241 -0.094142 -2.3147 -0.68133 0.31967
2.5138 1.4666 0.083769 -0.56781 -0.40103 0.29118 -0.094142 -2.3147 -0.68133 0.31967
2.4889 1.2564 0.095757 -0.56897 -0.43765 0.096027 -0.094142 -2.3708 -0.68133 0.31967
